Entity,Code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Malawi,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234550.0,258634.0,290925.0,317085.0,348631.0,411140.0,448222.0,461358.0,412111.0,459741.0,438347.0,373318.0,360614.0,346705.0,329641.0,347961.0,428510.0,366222.0,388148.0,380756.0,454069.0,501672.03,545572.0,571115.0,549090.0,578272.0,581989.0,636859.0,669734.0,636722.0,710076.0,603851.0,593091.0,574535.0,556183.0,556311.0,552455.0,545095.0,541487.0,563351.0,740333.0,787610.0,787089.0,881995.0,901750.0,906502.0,919530.0,914855.0,901754.0,893264.0,857646.0,773253.0,856235.0,918499.0,901678.0,848983.0,847983.0,919470.0,998373.0,1013307.0,968498.0,1056154.0,1066113.0,1145877.0,1040758.94,1082885.0,1205613.0,1229673.0,1723025.0,1636507.0,1870757.0,2078419.9,2094072.1
Malaysia,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7328.0,18320.0,47632.0,10992.0,47632.0,109920.0,124576.0,91600.0,128240.01,120912.0,58624.0,47632.0,51296.0,51296.0,32976.0,40304.0,36640.0,87936.0,91600.0,168544.0,234496.0,,18320.0,62288.0,146560.0,205184.0,549600.0,652192.0,670512.0,769440.0,1110192.0,1414304.0,2004208.1,2583120.0,2506176.0,2964176.0,3400192.0,3378208.0,3806896.0,4114672.2,3671328.0,2707696.0,1795360.0,1590176.0,1733072.0,1806352.0,2048176.0,2344960.0,1912608.0,1703760.0,2568464.0,2183744.0,659520.0,1319040.0,1102864.0,611888.0,604560.0,685168.0,1190262.0,1220112.0,3655348.0,5220367.0,6370886.0,6498899.0,7004164.0,7429726.0,7562529.0,3513331.0,3832099.0,3183244.0,4201450.0,4684919.0,4776549.0,5827968.0,7399409.0,8380229.0,9834393.0,10127602.0,10530226.0,9137758.0,14585889.0,16662594.0,17900626.0,17505126.0,19044680.0,19445158.0,23897642.0,22620840.0,23260444.0,27305936.0,28032596.0,30877660.0,30641940.0,38048304.0,34794430.0,36329770.0,40101890.0,40877684.0,42869204.0,50083868.0,54269364.0,65785132.0,72961016.0,86718630.0,88036030.0,110840970.0,110632800.0,119628820.0,109781690.0,103986550.0,122878050.0,130890050.0,132035230.0,153384340.0,169678300.0,169967330.0,170166450.0,175450780.0,192847060.0,192119070.0,199346100.0,203452350.0,212989970.0,241671090.0,245049710.0,235505740.0,236817360.0,244105580.0,262207180.0,267494290.0,269248670.0,278861220.0,291071360.0
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.0,3664.0,3664.0,3664.0,7328.0,10992.0,14656.0,21984.0,29312.0,43968.0,47632.0,47632.0,51296.0,58624.0,65952.0,80608.0,80608.0,95264.0,124576.0,172208.0,153888.0,230832.0,197856.0,197856.0,249152.0,289456.0,329760.0,300448.0,421360.0,450672.0,461664.0,593568.0,505631.97,666848.0,600896.0,743792.0,780432.0,842720.0,883024.0,934320.0,985616.0,1110192.0,1091872.0,1315376.0,1278736.0,1436288.0,1513232.0,1740400.0,1952912.0,1648800.0,1720469.0,1701072.0
Mali,MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47632.0,120912.0,117248.0,139232.0,175872.0,175872.0,197856.0,190528.0,223504.0,197856.0,161216.0,201520.0,227168.0,245488.0,267294.0,303934.0,340544.0,340257.0,413473.0,394948.0,427912.0,391343.0,394884.0,365132.0,416621.0,434818.0,405383.0,379612.0,357505.0,383030.0,415882.0,422243.0,425894.0,462522.0,502812.97,548393.0,595200.0,646081.0,726665.0,934320.0,970960.0,1066224.0,1161488.0,1209120.0,1245760.0,1406976.0,1454608.0,1535216.0,1788032.0,1956576.0,1886960.0,2088480.0,2279008.0,2436560.0,2743394.0,3135649.0,3281577.0,4234638.0,4656420.0,4908662.0,5832595.0,6418546.0,6928157.0,7038757.0
Malta,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245488.0,256480.02,241824.0,230832.0,307776.0,340752.0,296784.0,311440.0,329760.0,388384.0,340752.0,293120.0,329760.0,410368.0,498304.0,472656.0,414032.0,520288.0,637536.0,652192.0,663184.0,659520.0,839056.0,806080.0,743792.0,666848.0,762112.0,802416.0,934320.0,905008.0,1022256.0,1143168.0,1311712.0,996608.0,1363008.0,1198128.0,1483920.0,1853984.0,2011535.9,2169088.0,2427397.0,2271843.0,2293597.0,2885588.0,2658345.0,2452126.0,2533947.0,2556249.0,2524936.0,2572865.0,2468153.0,2736559.0,2747227.0,2960833.0,2849056.0,2656658.0,2667484.0,2731439.0,2690432.0,2526344.0,2602794.0,2583914.0,2717043.0,2379249.0,2364416.0,1665293.0,1356298.0,1530839.0,1546735.0,1648764.0,1597200.0,1606727.0,1655127.0
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76944.0,84272.0,84272.0,87936.0,87936.0,87936.0,91600.0,87936.0,98928.0,102592.0,109920.0,106256.0,117248.0,113584.0,120912.0,124576.0,128240.01,131904.0,135568.0,139232.0,135568.0,139232.0,142896.0,142896.0,142896.0,146560.0,146560.0,146560.0,146560.0,152931.0,151206.0
Mauritania,MRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32976.0,36640.0,47632.0,62288.0,87936.0,117248.0,161216.0,179536.0,197856.0,234496.0,274800.0,428688.0,399376.0,447008.0,468992.0,483648.0,509296.0,516623.97,556928.0,582576.0,604560.0,630208.0,633709.0,883024.0,937984.0,872032.0,655856.0,373728.0,3242640.0,3184016.0,2802960.0,853712.0,868368.0,905008.0,926992.0,956304.0,1014928.0,1062560.0,1077216.0,1069888.0,1095536.0,1113856.0,1172480.0,1249424.0,1289728.0,1384992.0,1437338.0,1550078.0,1757602.0,1834436.0,2012298.1,2093519.9,2230241.0,2447571.0,2168855.0,2566410.0,3002486.0,2627103.0,3419921.0,3664324.0,3773920.0,4118336.2,4455008.0,4534088.0
Mauritius,MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201520.0,139232.0,175872.0,186864.0,186864.0,128240.01,219840.0,219840.0,208848.0,223504.0,179536.0,186864.0,252815.98,208848.0,307776.0,304112.0,274800.0,498304.0,637536.0,571584.0,498304.0,395712.0,688832.0,677840.0,692496.0,589904.0,619216.0,641200.0,630208.0,659520.0,589904.0,542272.0,501968.03,597232.0,626544.0,707152.0,798752.0,930656.0,853712.0,1051568.0,1461936.0,1520560.0,1707424.0,1773376.0,1623152.0,1828336.0,1949248.0,1996880.0,2169088.0,2425568.0,2689376.0,2861584.0,2883568.0,3059440.0,3088752.0,3293936.0,3627360.0,3685984.0,3766592.0,3707968.0,3913152.0,3916816.0,3964448.0,4067040.0,4206272.0,4209936.0,4345504.0,4536032.0,4459088.0,4521376.0,3806896.0,4090829.8,4249021.0
Mexico,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520288.0,578912.0,531280.0,538608.0,494640.0,578912.0,688832.0,736464.0,754784.0,1000272.06,1311712.0,1425296.0,1557200.0,1718416.0,1707424.0,1919936.0,2264352.0,3770256.0,3693312.0,4154976.0,8401552.0,8632384.0,11743120.0,10141952.0,14315248.0,17184160.0,26131648.0,30642032.0,41084430.0,76236850.0,90288290.0,85550740.0,72037900.0,67871940.0,57085120.0,44686144.0,31796192.0,24082610.0,22147958.0,20379168.0,16751808.0,16194880.0,16740816.0,18891584.0,21426062.0,21960858.0,24902812.0,24265156.0,22663840.0,23209478.0,22546088.0,18977142.0,19057782.0,20123886.0,22614870.0,25623044.0,29351926.0,30509422.0,28958958.0,30507610.0,34889400.0,37212196.0,36706536.0,36270190.0,39661988.0,42134116.0,49277788.0,54008100.0,58286970.0,63052290.0,65239908.0,63743710.0,66292190.0,74200130.0,75167900.0,80844570.0,90005530.0,93887230.0,102176184.0,113950680.0,126186810.0,132271256.0,144058430.0,154727330.0,164139040.0,183739580.0,192394240.0,222116240.0,240258750.0,267743840.0,283707420.0,303905060.0,277565860.0,276648580.0,287370530.0,293412200.0,306022080.0,305665570.0,323480320.0,317042370.0,330133150.0,332780160.0,338067200.0,351843100.0,331142700.0,341764670.0,362680030.0,381307650.0,386270270.0,391725000.0,407730600.0,410506050.0,436179740.0,438799520.0,463643940.0,474744220.0,473747900.0,473107260.0,460417340.0,456597400.0,483404740.0,501568830.0,495485200.0,484113700.0,479519780.0,479789760.0,465620930.0,470285860.0,468322140.0,442289100.0,468791360.0,511971970.0
Micronesia (country),FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135568.0,142896.0,153888.0,179536.0,183200.0,194192.0,201520.0,190528.0,179536.0,164880.0,150224.0,161216.0,142896.0,117248.0,113584.0,131904.0,109920.0,146560.0,102592.0,117248.0,124576.0,135568.0,135568.0,142896.0,142896.0,142896.0,142896.0,146560.0,146560.0,152931.0,151206.0
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,227.0,151.0,189.0,,,,,,,,,,,,,,,,,1171.0,,,,,3552.0,,,4987.0,5290.0,6990.0,8879.0,8010.0,8388.0,9408.0,8992.0,28412.0,32605.998,27128.0,36800.0,39936.0,53915.0,55351.0,51951.0,63059.004,72580.0,90111.0,91962.0,120185.0,123321.0,144668.0,152376.0,160499.0,182677.0,185473.0,202022.0,207198.0,219251.0,228696.0,246983.0,279702.0,307963.0,325985.0,382092.0,389157.0,447153.0,455201.0,526307.0,590272.0,684766.0,775708.0,796375.0,769172.0,752396.0,837104.0,747220.0,852293.0,954645.0,960501.0,1013924.94,994354.0,1030926.94,1167812.0,1268615.0,1144954.0,1050914.0,1120093.0,1030851.94,411109.0,351148.0,320205.0,347257.0,423502.0,467820.0,557364.0,550110.0,797055.0,990953.0,1100362.0,1185066.0,1611521.0,1936058.0,2181068.0,2437588.0,2948397.0,3337154.0,3826348.0,3912808.0,4129809.8,4180463.8,5011819.0,4404301.0,2394603.0,2499146.0,3624227.0,3836962.0,4312441.0,5193446.0,5527529.0,6284543.0,7006875.0,7595604.0,8136281.0,8610712.0,9407794.0,10671258.0,11703884.0,12813370.0,13684691.0,14398417.0,15005681.0,15488917.0,16272884.0,17457574.0,18572684.0,19717088.0,20839194.0,21805004.0,22430266.0,23367248.0,24593414.0,26105692.0,27476432.0,28653530.0,29764406.0,31301744.0,32503678.0,33612228.0,34763532.0,35039240.0,36412664.0,35749420.0,36405870.0,36939170.0,37273240.0,40156430.0,38828024.0,37534180.0,39210884.0,38335516.0,36239530.0,29273716.0,20978058.0,15845813.0,12426964.0,11405406.0,11687090.0,7301343.0,6443838.0,4684538.0,3572952.0,3786589.0,4051736.0,4404268.0,4613424.0,4937548.0,5029747.0,4978554.0,5190380.0,4539512.0,4830905.0,4944974.0,4765682.0,4899358.0,4758816.0,4781760.0,4903671.0,5220511.0,5445450.0,5495003.0,5241230.0,5596952.0,5422021.0
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285792.0,293120.0,300448.0,304112.0,487312.0,589904.0,688832.0,762112.0,1135840.0,1344688.0,1293392.0,1392320.0,1971232.0,1601168.0,2044512.0,1956576.0,1952912.0,2150560.0,2480231.0,2681751.0,2846542.0,3032441.0,3275900.0,3472096.0,3740771.0,4054571.2,4390020.0,4960706.0,5763810.0,6277336.0,6855166.0,6614668.0,6712307.0,6969065.0,6424712.0,8997952.0,9595142.0,10482516.0,11492876.0,10459013.0,9791058.0,11959794.0,10942613.0,9193024.0,7864772.0,7837062.0,7935414.0,7615103.0,7621516.0,7487592.0,7431864.0,7803958.0,8196567.5,7930966.0,8501100.0,8515106.0,9281176.0,11957832.0,11917791.0,13026382.0,13772318.0,21367866.0,34999856.0,43478036.0,29626122.0,23282274.0,25629140.0,34135348.0,45315650.0,47254524.0,37076764.0,38256660.0,37894484.0
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.0,,,,,1337.0,1560.0,1727.0,3064.0,5849.0,5849.0,6518.0,5069.0,7688.0,8969.0,12144.0,13258.0,12423.0,13481.0,14373.0,15598.0,18662.0,18996.0,20445.0,21002.0,20779.0,22506.0,23063.0,63340.0,,,,,,45402.0,60276.0,64175.004,93255.0,101722.0,104285.0,114479.0,111471.0,125955.0,143057.0,156037.0,146846.0,135704.0,123727.0,114479.0,119159.0,124730.0,123003.0,137041.0,129798.99,136205.0,156650.0,,,5738.0,1393.0,79161.0,156427.0,217650.0,245337.0,280266.0,269235.0,254863.0,255921.0,254139.0,303161.0,347171.0,396918.0,431011.0,424771.0,486941.0,531897.0,557523.0,572118.0,636461.0,721081.0,741915.0,735175.0,742584.0,794225.0,823472.0,1076106.0,1159779.0,1087025.0,1298547.0,1304229.0,1360884.0,1404615.0,1365953.0,1526447.0,1660313.0,1632626.0,1776798.0,1632348.0,1757746.0,1853675.0,1890887.0,1974783.0,1927989.0,1989434.0,1983362.0,1962026.0,1388069.0,1483274.0,1293620.0,1256653.0,1327336.0,1552994.0,1669797.0,1757580.0,1211858.0,1520843.0,1667268.0,1766249.0,1889193.0,2041277.9,1750836.0,2062832.1,2055504.1,2605104.0,1681776.0,2421904.0,2407248.0,2213056.0,2150768.0,2106800.0,2238704.0,2015199.9,2103136.0,2399920.0,2476864.0,2407248.0,2304752.0,2292498.0
Montserrat,MSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.0,3664.0,7328.0,3664.0,7328.0,7328.0,7328.0,7328.0,14656.0,14656.0,14656.0,14656.0,14656.0,10992.0,10992.0,25648.0,25648.0,25648.0,14656.0,18320.0,18320.0,21984.0,21984.0,25648.0,29312.0,29312.0,29312.0,29312.0,29312.0,29312.0,29312.0,29312.0,32976.0,32976.0,36640.0,32976.0,29312.0,36640.0,25648.0,25648.0,47632.0,36640.0,47632.0,40304.0,40304.0,40304.0,47632.0,43968.0,58624.0,36640.0,40304.0,47632.0,47632.0,54960.0,29312.0,29312.0,29312.0,21984.0,21984.0,21184.0,21380.0
Morocco,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29074.0,32708.998,40007.0,90981.0,149333.0,175070.0,189785.0,233723.0,211858.0,369440.0,464674.0,318768.0,395712.0,388384.0,329760.0,354843.0,420914.0,523655.0,684459.0,830840.0,940578.0,1087138.0,2559830.0,2926020.0,3563319.0,4170829.8,3584382.0,3554802.0,3518551.0,3053728.0,3266652.0,3368859.0,3636004.0,3771367.0,3074934.0,3954059.0,4415040.0,4254388.0,5459547.0,5408251.0,5620228.0,5817401.0,7282020.0,8186280.5,8027626.0,9612593.0,11098529.0,11065450.0,11489691.0,12624541.0,12991673.0,15850193.0,15817737.0,15718117.0,16904630.0,17626518.0,17645234.0,17681776.0,18683950.0,19904884.0,20930808.0,22660664.0,22297998.0,23688164.0,24736784.0,26778886.0,28123800.0,28750270.0,29524522.0,29977578.0,30881156.0,31985668.0,33199036.0,36805700.0,37306284.0,36570124.0,42225556.0,44660772.0,46249416.0,48912716.0,51369080.0,50859732.0,54365200.0,54867636.0,56953540.0,56606420.0,57174916.0,58495180.0,58457476.0,61107120.0,62309240.0,68743120.0,64560784.0,72640950.0,68411810.0
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43968.0,21925.0,10903.0,10903.0,10903.0,62199.0,51213.0,65893.0,47573.0,51237.0,58565.0,40206.0,65833.0,65833.0,58505.0,29223.0,51168.0,54849.0,47494.0,54849.0,58484.0,43819.0,58434.0,901137.0,930329.0,1073225.0,1080523.0,1142753.0,1373434.0,1552910.0,1769029.0,1816631.0,1794498.0,1882405.0,2629890.0,1985174.0,1659109.0,2139033.0,2003317.1,2124199.0,1871294.0,2776153.0,3237758.0,2980891.0,3611010.0,3295698.0,3558942.0,3145504.0,2882439.0,2555417.0,2706439.0,2865849.0,2634568.0,3198489.0,2479035.0,2523930.0,1954480.0,1510863.0,1134944.0,977139.0,976747.0,1006193.06,1034531.0,1025375.94,941464.0,1027205.94,1140326.0,1098034.0,1130973.0,1091814.0,1170237.0,1111895.0,1168343.0,1321945.0,1553994.0,1537057.0,1855517.0,1863973.0,1769698.0,1915622.0,2188865.0,2179933.0,2439006.0,2634548.0,3106628.0,3054738.0,3581790.0,8122090.5,6730608.0,8547341.0,6905362.0,7010169.0,7101099.0,6376114.0,7190322.0,8003215.0
Myanmar,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3158368.0,3048448.0,3085088.0,2934864.0,2978832.0,2997152.0,3063104.0,3026464.0,3110736.0,3216992.0,3088752.0,3231648.0,3173024.0,3184016.0,1025920.06,410368.0,307776.0,296784.0,7328.0,25648.0,153888.0,102592.0,802416.0,915941.0,1131998.0,1304206.0,1461698.0,1421394.0,1655979.0,2099323.0,2410763.0,2777163.0,2714846.0,2590299.0,2879696.0,2633911.0,2857385.0,2725481.0,2806059.0,3615833.0,2926823.0,3212585.0,4612293.0,5099486.0,4894302.0,4106571.2,4670917.0,4582922.0,4892791.0,5165654.0,5146074.0,5086024.0,5508783.0,5622979.0,5579515.0,5753767.0,6548548.0,6675517.0,6756346.0,4943397.0,4086656.0,4425299.0,4235719.0,4137416.0,4841915.0,5303029.0,6173965.0,6892622.0,7187982.0,7419640.0,8046166.5,8933607.0,10219368.0,8855704.0,9328067.0,9997118.0,12565488.0,11555010.0,12813455.0,12841137.0,9772056.0,10207303.0,13121587.0,15121961.0,11818522.0,12722151.0,15849346.0,21887144.0,21140418.0,23630088.0,34016840.0,33616924.0,34609780.0,35619332.0,34922210.0
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1055232.0,1150496.0,1388656.0,1571856.0,1619488.0,1722080.0,1769712.0,1817344.0,1663456.0,1604832.0,2011535.9,1788032.0,1883296.0,1971232.0,2311984.0,2337632.0,2264352.0,2704032.0,2762656.0,2839600.0,2782096.0,3355055.0,2567728.0,3677997.0,3851304.0,4051196.0,4216153.0,4154920.0,4111065.0,3681840.0,3732342.0,3952970.0
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29312.0,32976.0,32976.0,47632.0,47632.0,65952.0,65952.0,87936.0,76944.0,84272.0,98928.0,102592.0,102592.0,113584.0,113584.0,113584.0,124576.0,124576.0,124576.0,124576.0,124576.0,124576.0,161216.0,157552.0,157552.0,157552.0,124576.0,124576.0,120912.0,113584.0,109920.0,106256.0,102592.0,102592.0,98928.0,91600.0,84272.0,80608.0,76944.0,65952.0,65952.0,62288.0,43968.0,43968.0,43968.0,40304.0,43968.0,40304.0,43968.0,47632.0,51296.0,54960.0,51296.0,54960.0,54960.0,54960.0,51296.0,53526.0,52922.0
