Entity,Code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Ghana,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637536.0,875696.0,868368.0,1018592.0,1003936.06,1187136.0,1077216.0,1293392.0,1363008.0,1322704.0,1461936.0,1344688.0,1432624.0,1722080.0,1648800.0,1703760.0,1439952.0,1494912.0,1761463.0,1687473.0,2621641.0,2278441.0,2399888.0,2439283.0,2881147.0,2658952.0,2333216.0,2892642.0,2866842.0,2594790.0,2483492.0,2935109.0,2952709.0,3559626.0,2499557.0,3188232.0,2956670.0,3167546.0,3233287.0,3073432.0,3513776.0,3901860.0,3242640.0,3817888.0,4539696.0,4623968.0,4858464.0,5514320.0,5583936.0,5613248.0,5312800.0,5968656.0,6483251.0,6684573.0,6450628.0,6113072.0,8523184.0,8981875.0,8324322.5,6868021.0,8942513.0,10335549.0,12644250.0,12606324.0,13252466.0,14568119.0,13917313.0,12437709.0,15193367.0,16418402.0,19168242.0,20966088.0,20806944.0
Greece,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168544.0,84272.0,194192.0,201520.0,296784.0,175872.0,194192.0,150224.0,164880.0,,,,3664.0,,,,3664.0,,,,,3664.0,,,,370064.0,326096.0,333424.0,311440.0,373728.0,362736.0,461664.0,241824.0,417696.0,417696.0,333424.0,399376.0,355408.0,278464.0,260144.0,428688.0,729136.0,560592.0,718144.0,905008.0,,1337360.0,10992.0,21984.0,65952.0,91600.0,124576.0,106256.0,677840.0,743792.0,677840.0,919664.0,1297056.0,1978560.0,1821008.0,2315648.0,2373678.0,2703408.0,2853542.0,2728878.0,2681246.0,2300188.0,2831262.0,2911779.0,3366087.0,3585897.0,2842018.0,251419.0,237387.0,135301.0,227047.0,212512.0,109920.0,65744.0,124160.0,167801.0,1350890.0,1640135.0,4127723.2,4574584.0,4797435.0,4884772.0,5082185.0,5953088.0,6286093.0,6813741.0,7447168.0,8120928.0,9391531.0,9808427.0,10148825.0,12239481.0,13201597.0,16998966.0,18620604.0,19504190.0,22286276.0,25434256.0,24126176.0,27749512.0,31477310.0,37131216.0,36061770.0,38669764.0,42655544.0,46657156.0,47678116.0,50818708.0,50888696.0,50125424.0,51508770.0,54789372.0,56284932.0,59771930.0,58274420.0,62576332.0,67051870.0,73230810.0,83438040.0,83407500.0,84975656.0,84284960.0,86430260.0,86963200.0,89114950.0,93801560.0,98621790.0,97934820.0,102973170.0,105361864.0,105000510.0,109066730.0,109485270.0,113888960.0,112419550.0,114545700.0,111080376.0,104319840.0,97354150.0,94505230.0,91392584.0,81713256.0,78636450.0,74927624.0,71361000.0,74843450.0,71780900.0,65759484.0,55619772.0,57556330.0,59662764.0
Greenland,GRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98928.0,98928.0,106256.0,120912.0,102592.0,208848.0,142896.0,161216.0,227168.0,234496.0,223504.0,293120.0,263808.0,329760.0,315104.0,344416.0,388384.0,417696.0,542272.0,406704.0,381056.0,468992.0,553264.0,556928.0,556928.0,505631.97,219840.0,721808.0,392048.0,571584.0,564256.0,527616.0,516623.97,362736.0,567920.0,509296.0,326096.0,234496.0,545936.0,472656.0,624714.0,609900.0,595807.0,545942.0,495907.0,534331.0,596899.0,617858.0,597197.0,594889.0,667765.0,618372.0,580141.0,649303.0,639502.0,643600.0,662845.0,653788.0,677403.0,592500.0,679400.0,726076.0,579760.0,562963.0,522611.97,525712.0,526596.0,543821.0,544649.0,555414.0,537154.0,566715.0,591718.0
Grenada,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7328.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,14656.0,14656.0,21984.0,18320.0,25648.0,14656.0,21984.0,21984.0,29312.0,36640.0,40304.0,47632.0,43968.0,47632.0,47632.0,54960.0,36640.0,47632.0,47632.0,47632.0,51296.0,47632.0,47632.0,58624.0,62288.0,62288.0,62288.0,62288.0,65952.0,73280.0,95264.0,102592.0,106256.0,109920.0,117248.0,120912.0,142896.0,150224.0,153888.0,168544.0,175872.0,194192.0,190528.0,194192.0,205184.0,216176.0,205184.0,216176.0,230832.0,238160.0,252815.98,252815.98,260144.0,252815.98,271136.0,304112.0,234496.0,260144.0,267472.0,278464.0,307776.0,329760.0,289456.0,329842.0,340416.0
Guatemala,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10903.0,10903.0,10903.0,10903.0,14537.0,14537.0,14537.0,14537.0,18171.0,619038.0,637298.0,644626.0,681266.0,743554.0,915673.0,977961.0,985230.0,1128037.0,1237957.0,1344242.0,1406471.0,1380853.0,1519936.0,1768969.0,1973945.0,1739598.0,1981333.0,2139063.0,2278117.0,2296437.0,2439303.0,2706626.0,2933616.0,3065520.0,3519529.0,3304906.0,3804453.0,4117133.2,4678019.0,4492606.0,3949467.0,3606792.0,3159905.0,3401061.0,3496849.0,3664595.0,3918400.0,4075276.8,4188155.2,4972245.0,4951134.0,5919209.0,5577778.0,6751174.0,7078550.0,6571124.0,7501859.0,8639397.0,8805825.0,9764762.0,10233260.0,10721662.0,10447951.0,11180307.0,12109271.0,12176554.0,12144909.0,10893166.0,11442047.0,11097682.0,11237312.0,11576644.0,12811682.0,13827098.0,15951887.0,16926494.0,17320534.0,18500796.0,19501706.0,17336898.0,19683010.0,19193244.0
Guinea,GIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182399.0,152514.0,170548.0,141694.0,166941.0,166426.0,192703.0,197341.0,164880.0,157552.0,410368.0,615552.0,659520.0,696160.0,699824.0,696160.0,718144.0,725472.0,747456.0,747456.0,791424.0,813408.0,831728.0,802416.0,839056.0,842720.0,886688.0,901344.0,901344.0,945312.0,963632.0,989280.0,981952.0,952640.0,978288.0,992944.0,996608.0,992944.0,1025920.06,1044240.0,1003936.06,1025920.06,1058896.0,1088208.0,1124848.0,1165152.0,1234768.0,1289728.0,1363008.0,1432624.0,1491248.0,1560864.0,1623152.0,1700096.0,1762384.0,1824672.0,1890624.0,1967568.0,1996880.0,2110464.0,2484192.0,2594112.0,2421904.0,2110464.0,2165424.0,2451216.0,2741192.0,3238976.0,3162032.0,3920951.0,4499392.0,4867216.0,4953613.0
Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7328.0,3664.0,10992.0,7328.0,7328.0,10992.0,10992.0,10992.0,10992.0,14656.0,18320.0,29312.0,40304.0,47632.0,58624.0,65952.0,65952.0,47632.0,62288.0,58624.0,69616.0,73280.0,65952.0,109920.0,102592.0,113584.0,95264.0,102592.0,102592.0,109920.0,146560.0,142896.0,142896.0,142896.0,161216.0,172208.0,183200.0,194192.0,216176.0,230832.0,172208.0,175872.0,179536.0,183200.0,183200.0,183200.0,205184.0,201520.0,172208.0,194192.0,146560.0,150224.0,153888.0,194192.0,201520.0,212512.0,216176.0,230832.0,227168.0,234496.0,238160.0,241824.0,245488.0,245488.0,260144.0,278464.0,304112.0,304112.0,311440.0,322432.0,296784.0,321046.0,326745.0
Guyana,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260144.0,285792.0,337088.0,450672.0,472656.0,516623.97,549600.0,534944.0,458000.0,553264.0,659520.0,736464.0,677840.0,615552.0,648528.0,1077216.0,1179808.0,1322704.0,1330032.0,1366672.0,1579184.0,1498576.0,1560864.0,1802688.0,1553536.0,1824672.0,1751392.0,1897952.0,2055504.1,1520560.0,1788032.0,1799024.0,1403312.0,1245760.0,1403312.0,1417968.0,1044240.0,1308048.0,1403312.0,1183472.0,1128512.0,1106528.0,1040576.0,1044240.0,1458272.0,1568192.0,1652464.0,1806352.0,1828336.0,1832000.0,1747728.0,1744064.0,1714752.0,1857648.0,1927264.0,1619488.0,1509568.0,1780704.0,1707424.0,1908944.0,1886960.0,1960240.0,1960240.0,1905280.0,1972021.0,2003336.0,2374679.0,2326815.0,2502966.0,2755782.0,3188380.0,3563899.0,3537124.0
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113584.0,131904.0,146560.0,157552.0,216176.0,267353.0,263630.0,252696.98,274651.0,252667.02,285584.0,296606.0,303874.0,248944.0,300210.0,303934.0,303963.0,259995.02,263630.0,314896.0,384482.0,402743.0,391721.0,420914.0,472091.0,483024.0,672182.0,704144.0,750641.0,749901.0,745071.0,758928.0,817303.0,886028.0,903151.0,929520.0,830222.0,898793.0,1007669.0,1023120.06,994997.0,976137.0,888522.0,684199.0,183200.0,875696.0,1018592.0,1348352.0,1234768.0,1271408.0,1634144.0,1471293.0,1785235.0,1700183.0,1651995.0,1724339.0,1752042.0,1772405.0,1760637.0,1888301.0,2136827.0,2272898.0,2264181.0,2706250.0,2704625.0,2660657.0,2979519.0,3139196.0,3410161.0,3091473.0,2512561.0,2425400.0,2446681.0
Honduras,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300448.0,348080.0,359072.0,333424.0,377392.0,436016.0,454336.0,575248.0,586240.0,586210.0,615403.0,736286.0,699586.0,710578.0,721511.0,750734.0,805664.0,875250.0,1223241.0,1175609.0,1388032.0,1328811.0,1533102.0,1506141.0,1553346.0,1660773.0,1770583.0,1993395.0,2039442.0,1922810.0,2037957.0,1807843.0,1749493.0,1976452.0,1957357.0,1885699.0,1824977.0,2144191.0,2464967.0,2680274.0,2504658.0,2526966.0,2803312.0,2940777.0,3231039.0,3836235.0,3875521.0,4010334.0,4810582.0,4704557.0,5031508.0,5664895.0,5945282.0,6686778.0,7194159.0,6834857.0,7698208.0,8216418.5,8532908.0,8030408.0,7996618.0,8860314.0,9218278.0,9364898.0,9481238.0,10347979.0,9722308.0,10231486.0,9861259.0,11218794.0,9526111.0,10834858.0,11159723.0
Hong Kong,HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54514.0,54514.0,,54514.0,,,,,,18171.0,25440.0,29074.0,1318773.0,1556903.0,1534949.0,1729140.0,1798608.0,1879157.0,2120981.0,2362865.0,2373648.0,2703467.0,2952589.0,3370137.0,3681458.0,4245685.0,4220066.0,4802523.0,5161566.0,6052066.0,6197972.0,7751508.0,8392500.0,9150591.0,9275585.0,9286457.0,10667250.0,11008001.0,12490384.0,14203904.0,15714096.0,15837647.0,16600216.0,18616656.0,19622766.0,20912106.0,22224786.0,22881404.0,25525918.0,28085646.0,29284780.0,30141178.0,27147690.0,28463072.0,32918560.0,34777844.0,31079292.0,31267054.0,28908528.0,30496980.0,38924984.0,42549016.0,40282788.0,37801700.0,39485080.0,43202330.0,41569400.0,43730548.0,41914810.0,43572436.0,42790584.0,41579400.0,40062904.0,43149716.0,42742060.0,44306892.0,45491750.0,42399920.0,43365784.0,42431172.0,42600628.0,41900196.0,33497124.0,32775524.0,30568888.0
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113584.0,69616.0,87936.0,65952.0,69616.0,51296.0,84272.0,69616.0,62288.0,139232.0,135568.0,142896.0,84272.0,87936.0,186864.0,87936.0,62288.0,164880.0,,,,274800.0,344416.0,344416.0,436016.0,454336.0,476320.0,545936.0,381056.0,769440.0,905008.0,959968.0,1157824.0,1209120.0,1209120.0,1256752.0,1428960.0,1689104.0,1806352.0,1963904.0,2121456.0,2630752.0,2795632.0,2916544.0,2557472.0,2634416.0,2762656.0,2887232.0,2876240.0,2868912.0,3312256.0,3550416.0,3583392.0,4078032.0,4330848.0,4378480.0,4096352.0,4085360.0,4429776.0,4752208.0,5254176.0,5521648.0,5752480.0,5994304.0,6433984.0,6862672.0,7375632.0,7463568.0,8533456.0,8273311.5,9585024.0,9618000.0,8848560.0,9174656.0,9277248.0,9431136.0,10163936.0,10204240.0,10772160.0,11853040.0,11677168.0,11995936.0,12303712.0,13025520.0,11592896.0,11765104.0,11834720.0,11717472.0,10651248.0,4755872.0,5587600.0,9236944.0,11010320.0,11860368.0,11263136.0,10130960.0,11772432.0,13087808.0,13749268.0,15112366.0,12514887.0,11188667.0,10210766.0,10005641.0,10573383.0,11078807.0,11899810.0,13621177.0,14771643.0,14443488.0,15824816.0,17851968.0,18837346.0,19207528.0,15857168.0,8199883.5,10797154.0,13838096.0,16380526.0,20409916.0,18390042.0,22185350.0,27208248.0,31766266.0,34009080.0,35704588.0,33162518.0,38446004.0,39243508.0,41903040.0,45328310.0,48929904.0,50512220.0,56227790.0,62341170.0,61234132.0,61672920.0,58770824.0,61093204.0,62358240.0,69934550.0,69203580.0,69341580.0,72959710.0,73980630.0,75247880.0,79841640.0,83005470.0,87964170.0,85987710.0,86608750.0,86352020.0,86600860.0,88856200.0,90561280.0,85828376.0,83240790.0,84136470.0,78054780.0,75917200.0,73376824.0,69701940.0,62348020.0,63558412.0,61888990.0,61601110.0,63158110.0,61711716.0,61312880.0,61806190.0,58505984.0,60108984.0,59086040.0,61860748.0,60251724.0,60400730.0,59709784.0,58631348.0,57326304.0,51542250.0,52087460.0,50253124.0,46818720.0,43669620.0,43791780.0,46717404.0,47178500.0,49580330.0,49534410.0,49310484.0,47335468.0,48563856.0,44353616.0
Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21984.0,18320.0,,,425008.0,412226.0,437523.0,472023.0,453026.0,432367.0,509880.0,599716.0,721747.0,742837.0,740128.0,644864.0,776768.0,916000.0,780432.0,912336.0,948976.0,963632.0,1091753.0,1238105.0,1212488.0,1091575.0,1197742.0,1303997.0,1307601.0,1395538.0,1494437.0,1443139.0,1593425.0,1263694.0,1388300.0,1472206.0,1482832.0,1750026.0,1738479.0,1613472.0,1701313.0,1902662.0,1920842.0,1983021.0,1861846.0,1748000.0,1593849.0,1542530.0,1809746.0,1622635.0,1780225.0,1845061.0,1841119.0,1896457.0,2222787.0,2103614.0,2250166.0,2400940.0,2349664.0,2469337.0,2523724.0,2619435.0,2638678.0,2841366.0,2933190.0,2865427.0,2992466.0,2985957.0,3109793.0,2978476.0,3155845.0,3495134.0,3812816.0,3731080.0,3627419.0,3504698.0,3501300.0,3490100.0,3446717.0,3543713.0,3495520.0,3612189.0,3668959.0,3558741.0,3339561.0,3510051.0,3542503.0
India,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394488.0,636485.0,643115.0,497254.0,550294.0,609965.0,576814.0,566869.0,639800.0,,,,,,,,,,,,1766908.0,1684382.0,1886773.0,1839333.0,2196293.0,2440906.0,2730012.0,2459401.0,2772061.0,3066015.0,3409552.0,4021827.2,4431669.0,4772419.0,5247290.0,5543189.0,5616704.0,7034702.0,7608026.0,8253373.0,9125185.0,10054478.0,11929561.0,13179677.0,14515422.0,14802121.0,16561007.0,16930720.0,19549416.0,21772400.0,24908242.0,24142650.0,23487316.0,24782446.0,28521446.0,31466760.0,31698144.0,33141720.0,33517506.0,35019770.0,39359310.0,42974760.0,34867976.0,37505520.0,36903370.0,37971890.0,40627950.0,40084930.0,39942580.0,41883788.0,40072960.0,41707876.0,42399496.0,38851024.0,36129476.0,35467340.0,39611030.0,41393200.0,40684480.0,45067284.0,50379656.0,49312224.0,52309530.0,53581100.0,53529536.0,46644424.0,47695988.0,52874036.0,52225000.0,53180280.0,53204080.0,56187840.0,61102560.0,64022116.0,67426140.0,68704824.0,72413624.0,78787740.0,81656370.0,91635350.0,95815784.0,101447256.0,111325050.0,120404270.0,132581544.0,142444140.0,139488270.0,153701940.0,159373390.0,159555820.0,174069330.0,177413360.0,181722640.0,191963680.0,203035980.0,209095040.0,215853180.0,234209120.0,244749380.0,258961730.0,263149570.0,276284740.0,291711100.0,314966180.0,325380000.0,352198850.0,361559460.0,397592100.0,426309380.0,455343040.0,491692160.0,540651100.0,577996000.0,615365000.0,655447040.0,677299260.0,714063740.0,760461630.0,823620700.0,858011200.0,875772350.0,950459800.0,977526400.0,990969540.0,1021664400.0,1059159550.0,1125096300.0,1185674200.0,1292484600.0,1392506000.0,1489437400.0,1612216300.0,1677337200.0,1764712400.0,1925699700.0,1995098100.0,2148343800.0,2234219500.0,2354658000.0,2426606800.0,2593057800.0,2612888000.0,2421552000.0,2674221800.0,2829644300.0
Indonesia,IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.0,14656.0,21984.0,190757.0,403040.0,479984.0,769440.0,861040.0,1106528.0,1289728.0,1124848.0,1209120.0,2242368.0,1538880.0,3000816.0,3367216.0,4132991.8,4451760.0,5294480.0,5492336.0,5986976.0,6111552.0,6727104.0,5840416.0,5899040.0,6016288.0,6030944.0,6763744.0,7137472.0,7130144.0,7635776.0,8262319.5,8756960.0,8298959.5,9588688.0,10585296.0,11079936.0,11098256.0,12886288.0,14831872.0,18539246.0,18084938.0,16894168.0,16586601.0,17861704.0,19235554.0,20001212.0,21767288.0,25343888.0,26732544.0,29201396.0,28733088.0,26486372.0,9456784.0,19027152.0,8771616.0,3806896.0,1344688.0,4056018.0,15494907.0,21903392.0,9830512.0,9390416.0,12720844.0,13079886.0,14747006.0,20843902.0,21811198.0,22411678.0,22206286.0,23862234.0,21385192.0,26001594.0,22974894.0,22763096.0,22374266.0,24668226.0,23374952.0,24540046.0,27562608.0,33362214.0,35791384.0,38955264.0,43306284.0,49098096.0,51226504.0,53932536.0,61788250.0,82416410.0,93938110.0,95137000.0,94872870.0,100297050.0,105583976.0,105183850.0,112460230.0,121597384.0,122166080.0,123878480.0,132721210.0,131673520.0,155080830.0,174865010.0,199418670.0,215108740.0,219371660.0,222410480.0,253065010.0,279941500.0,244522960.0,292000930.0,281330370.0,317027200.0,308485920.0,339357470.0,343021500.0,347617020.0,346633440.0,387858050.0,365718300.0,398942050.0,445806080.0,500724540.0,515954180.0,489055100.0,487889950.0,539149250.0,540085600.0,556944200.0,594101400.0,650905900.0,605984600.0,615923400.0,728883260.0
Iran,IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.0,,,,,135568.0,252815.98,853712.0,1172480.0,1403312.0,2007872.1,2799296.0,3447824.0,4319856.0,5437376.0,7254720.0,9225952.0,11578240.0,13505504.0,14201664.0,15059040.0,16700512.0,17678800.0,17022944.0,18514192.0,17924288.0,20089712.0,22086592.0,23493568.0,23339680.0,25552736.0,31689936.0,31777872.0,30052128.0,27127988.0,20822304.0,29531632.0,30455018.0,41659532.0,52897080.0,60232320.0,63467628.0,77951336.0,8129619.5,9600773.0,6913701.0,4092480.2,3828612.0,1043973.0,15813289.0,22807508.0,21799522.0,25228640.0,25568708.0,37358600.0,36508760.0,37428424.0,41304936.0,47519076.0,53718388.0,64103364.0,67880940.0,82329560.0,83038744.0,91787460.0,101627830.0,106015190.0,129475310.0,143775410.0,139213970.0,156459100.0,163731950.0,162103940.0,162982480.0,120493920.0,112995830.0,137770980.0,149584900.0,149863600.0,159856660.0,147603410.0,158562620.0,175142720.0,190197810.0,209943740.0,221833920.0,226934900.0,235606900.0,263327400.0,269270080.0,274926140.0,267357090.0,303514200.0,371973920.0,364302370.0,386158180.0,393409700.0,407076740.0,437678900.0,462002780.0,496070460.0,502565400.0,522557120.0,536605220.0,552953100.0,566288830.0,588364800.0,597952300.0,632673300.0,631581200.0,633826900.0,685401300.0,710214800.0,694666500.0,679007200.0,688076300.0,690635260.0
